Test Number	Result Number	CAS Number 	 Chemical Name	Chemical Grade	Chemical Analysis	Test Method	 Chemical Purity Mean Op 	 Chemical Purity Mean(%) 	 Chemical Purity Min Op 	 Chemical Purity Min(%) 	 Chemical Purity Max Op 	 Chemical Purity Max(%)	Species Scientific Name 	 Species Common Name	Species Kingdom 	 Species Phylum 	 Species Sub Phylum 	 Species Superclass 	 Species Class 	 Species Order 	 Species Family 	 Species Genus 	 Species 	 Variety	Species Group	Organism Lifestage	 Organism Age Mean Op 	 Organism Age Mean 	 Organism Age Min Op 	 Organism Age Min 	 Organism Age Max Op 	 Organism Age Max 	 Age Units	Organism Source	 Organism Initial Weight Mean Op 	 Organism Initial Weight Mean 	 Organism Initial Weight Min Op 	 Organism Initial Weight Min 	 Organism Initial Weight Max Op 	 Organism Initial Weight Max 	 Organism Initial Weight Units	Gender	Organism Comment	Exposure Type	Media Type 	 Test Location	Number of Doses	Conc 1 Type (Author) 	 Conc 1 Mean Op (Author) 	 Conc 1 Mean (Author) 	 Conc 1 Min Op (Author) 	 Conc Min 1 (Author) 	 Conc 1 Max Op (Author) 	 Conc 1 Max (Author) 	 Conc 1 Units (Author) 	 Conc 2 Type (Author) 	 Conc 2 Mean Op (Author) 	 Conc 2 Mean (Author) 	 Conc 2 Min Op (Author) 	 Conc Min 2 (Author) 	 Conc 2 Max Op (Author) 	 Conc 2 Max (Author) 	 Conc 2 Units (Author) 	 Conc 3 Type (Author) 	 Conc 3 Mean Op (Author) 	 Conc 3 Mean (Author) 	 Conc 3 Min Op (Author) 	 Conc Min 3 (Author) 	 Conc 3 Max Op (Author) 	 Conc 3 Max (Author) 	 Conc 3 Units (Author)	Conc 1 Type (Standardized) 	 Conc 1 Mean Op (Standardized) 	 Conc 1 Mean (Standardized) 	 Conc 1 Min Op (Standardized) 	 Conc Min 1 (Standardized) 	 Conc 1 Max Op (Standardized) 	 Conc 1 Max (Standardized) 	 Conc 1 Units (Standardized) 	 Conc 2 Type (Standardized) 	 Conc 2 Mean Op (Standardized) 	 Conc 2 Mean (Standardized) 	 Conc 2 Min Op (Standardized) 	 Conc Min 2 (Standardized) 	 Conc 2 Max Op (Standardized) 	 Conc 2 Max (Standardized) 	 Conc 2 Units (Standardized) 	 Conc 3 Type (Standardized) 	 Conc 3 Mean Op (Standardized) 	 Conc 3 Mean (Standardized) 	 Conc 3 Min Op (Standardized) 	 Conc Min 3 (Standardized) 	 Conc 3 Max Op (Standardized) 	 Conc 3 Max (Standardized) 	 Conc 3 Units (Standardized)	Effect 	 Effect Measurement	EE Comment	Endpoint 	 BCF 1 Value Op 	 BCF 1 Value 	 BCF 1 Min Op 	 BCF 1 Min 	 BCF 1 Max Op 	 BCF 1 Max 	 BCF 1 Unit 	 BCF 2 Value Op 	 BCF 2 Value 	 BCF 2 Min Op 	 BCF 2 Min 	 BCF 2 Max Op 	 BCF 2 Max 	 BCF 2 Unit 	 BCF 3 Value Op 	 BCF 3 Value 	 BCF 3 Min Op 	 BCF 3 Min 	 BCF 3 Max Op 	 BCF 3 Max 	 BCF 3 Unit	Response Site	 Effect Percent Mean Op 	 Effect Percent Mean 	 Effect Percent Min Op 	 Effect Percent Min 	 Effect Percent Max Op 	 Effect Percent Max	Ionic Fraction 1 	 Ionic Fraction 2 	 Ionic Fraction 3	Statistical Significance 	 Significance Level Mean Op 	 Significance Level Mean 	 Significance Level Min Op 	 Significance Level Min 	 Significance Level Max Op 	 Significance Level Max	Endpoint Assignment	 Observed Duration Mean Op (Days) 	 Observed Duration Mean (Days) 	 Observed Duration Min Op (Days) 	 Observed Duration Min (Days) 	 Observed Duration Max Op (Days) 	 Observed Duration Max (Days) 	 Observed Duration Units (Days)	 Observed Duration Mean Op (Author) 	 Observed Duration Mean (Author) 	 Observed Duration Min Op (Author) 	 Observed Duration Min (Author) 	 Observed Duration Max Op (Author) 	 Observed Duration Max (Author) 	 Observed Duration Units (Author)	Chemical Formulation	Chemical Radiolabel	Chemical Comment	Chemical Carrier	Species NCBI TaxID	Species ECOTOX Number	Habitat	 Study Duration Mean Op (Author) 	 Study Duration Mean (Author) 	 Study Duration Min Op (Author) 	 Study Duration Min (Author) 	 Study Duration Max Op (Author) 	 Study Duration Max (Author) 	 Study Duration Unit (Author)	 Study Duration Mean Op (Days) 	 Study Duration Mean (Days) 	 Study Duration Min Op (Days) 	 Study Duration Min (Days) 	 Study Duration Max Op (Days) 	 Study Duration Max (Days) 	 Study Duration Unit (Days)	 Application Frequency Mean Op 	 Application Frequency Mean 	 Application Frequency Min Op 	 Application Frequency Min 	 Application Frequency Max Op 	 Application Frequency Max 	 Application Frequency Unit	 Exposure Duration Mean Op (Author) 	 Exposure Duration Mean (Author) 	 Exposure Duration Min Op (Author) 	 Exposure Duration Min (Author) 	 Exposure Duration Max Op (Author) 	 Exposure Duration Max (Author) 	 Exposure Duration Units (Author)	 Exposure Duration Mean Op (Days) 	 Exposure Duration Mean (Days) 	 Exposure Duration Min Op (Days) 	 Exposure Duration Min (Days) 	 Exposure Duration Max Op (Days) 	 Exposure Duration Max (Days) 	 Exposure Duration Units (Days)	Control	Study Type	Test Type	Exposure Sample Number	Doses	Experimental Design	Sub-Habitat 	 Sub-Habitat Description	Sub-Habitat Comment	Geographic Term 	 Geographic Term Description	Geographic Location	Latitude 	 Longitude	Substrate Term (field only)	Substrate Comment (field only)	Application Type	Application Date	 Application Season 	 Application Season Description	Half-Life Mean Op 	 Half-Life Mean 	 Half-Life Min Op 	 Half-Life Min 	 Half-Life Max Op 	 Half-Life Max 	 Half-Life Unit	Application Rate 	 Application Rate Units	 Water Depth Mean Op 	 Water Depth Mean 	 Water Depth Min Op 	 Water Depth Min 	 Water Depth Max Op 	 Water Depth Max 	 Water Depth Units	Result Sample Number Mean Op 	 Result Sample Number Mean 	 Result Sample Number Min Op 	 Result Sample Number Min 	 Result Sample Number Max Op 	 Result Sample Number Max 	 Result Sample Unit	Trend 	 Species Final Weight Mean Op 	 Species Final Weight Mean 	 Species Final Weight Min Op 	 Species Final Weight Min 	 Species Final Weight Max Op 	 Species Final Weight Max 	 Species Final Weight Units	 Intake Rate Mean Op 	 Intake Rate Mean 	 Intake Rate Min Op 	 Intake Rate Min 	 Intake Rate Max Op 	 Intake Rate Max 	 Intake Rate Units	 Result Percent Lipid Mean Op 	 Result Percent Lipid Mean 	 Result Percent Lipid Min Op 	 Result Percent Lipid Min 	 Result Percent Lipid Max Op 	 Result Percent Lipid Max	 Dry/Wet 	 Result Percent Dry/Wet Weight Mean Op 	 Result Percent Dry/Wet Weight Mean 	 Result Percent Dry/Wet Weight Min Op 	 Result Percent Dry/Wet Weight Min 	 Result Percent Dry/Wet Weight Max Op 	 Result Percent Dry/Wet Weight Max	Steady State	Other Effects	Result Comment	 Temperature Mean Op 	 Temperature Mean 	 Temperature Min Op 	 Temperature Min 	 Temperature Max Op 	 Temperature Max 	 Temperature Units	 Hardness Mean Op 	 Hardness Mean 	 Hardness Min Op 	 Hardness Min 	 Hardness Max Op 	 Hardness Max 	 Hardness Units	 Alkalinity Mean Op 	 Alkalinity Mean 	 Alkalinity Min Op 	 Alkalinity Min 	 Alkalinity Max Op 	 Alkalinity Max 	 Alkalinity Units	 Dissolved Oxygen Mean Op 	 Dissolved Oxygen Mean 	 Dissolved Oxygen Min Op 	 Dissolved Oxygen Min 	 Dissolved Oxygen Max Op 	 Dissolved Oxygen Max 	 Dissolved Oxygen Units	 pH Mean Op 	 pH Mean 	 pH Min Op 	 pH Min 	 pH Max Op 	 pH Max	 Salinity Mean Op 	 Salinity Mean 	 Salinity Min Op 	 Salinity Min 	 Salinity Max Op 	 Salinity Max 	 Salinity Units	 Conductivity Mean Op 	 Conductivity Mean 	 Conductivity Min Op 	 Conductivity Min 	 Conductivity Max Op 	 Conductivity Max 	 Conductivity Units	Organic Carbon Type 	 Organic Carbon Mean Op 	 Organic Carbon Mean 	 Organic Carbon Min Op 	 Organic Carbon Min 	 Organic Carbon Max Op 	 Organic Carbon Max 	 Organic Carbon Units	 Humic Acid Mean Op 	 Humic Acid Mean 	 Humic Acid Min Op 	 Humic Acid Min 	 Humic Acid Max Op 	 Humic Acid Max 	 Humic Acid Units	 Sodium Mean Op 	 Sodium Mean 	 Sodium Min Op 	 Sodium Min 	 Sodium Max Op 	 Sodium Max 	 Sodium Units	 Chlorine Mean Op 	 Chlorine Mean 	 Chlorine Min Op 	 Chlorine Min 	 Chlorine Max Op 	 Chlorine Max 	 Chlorine Units	 Dissolved Inorganic Carbon Mean Op 	 Dissolved Inorganic Carbon Mean 	 Dissolved Inorganic Carbon Min Op 	 Dissolved Inorganic Carbon Min 	 Dissolved Inorganic Carbon Max Op 	 Dissolved Inorganic Carbon Max 	 Dissolved Inorganic Carbon Units	 Calcium Mean Op 	 Calcium Mean 	 Calcium Min Op 	 Calcium Min 	 Calcium Max Op 	 Calcium Max 	 Calcium Units	 Potassium Mean Op 	 Potassium Mean 	 Potassium Min Op 	 Potassium Min 	 Potassium Max Op 	 Potassium Max 	 Potassium Units	 Magnesium Mean Op 	 Magnesium Mean 	 Magnesium Min Op 	 Magnesium Min 	 Magnesium Max Op 	 Magnesium Max 	 Magnesium Units	 Sulfate Mean Op 	 Sulfate Mean 	 Sulfate Min Op 	 Sulfate Min 	 Sulfate Max Op 	 Sulfate Max 	 Sulfate Units	 Sulfur Mean Op 	 Sulfur Mean 	 Sulfur Min Op 	 Sulfur Min 	 Sulfur Max Op 	 Sulfur Max 	 Sulfur Units	General Comments	Author 	 Reference Number 	 Title 	 Source 	 Publication Year
2184213	2368705	129000	Pyrene	Not reported	Unmeasured	Not reported		NR		NR		NR	Chlorella fusca var. vacuolata	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Oocystaceae	Chlorella	fusca	var. vacuolata	Algae	Not reported		NR		NR		NR	Not reported	Not reported		NR		NR		NR	NR	Not reported	NR	Static	Fresh water	Lab	NR	Formulation		0.0348		NR		NR	umol/L																	Formulation		0.007038488		NR		NR	AI mg/L																	Population	"Index to population size; count,  number, abundance"	MSMT/ALGAL CELL NUMBER AND VOLUME//	EC50							--															Not reported		NR		NR		NR	NR			Not applicable		NA		NA		NA	Author		1		NR		NR	Day(s)		24		NR		NR	Hour(s)	Not reported	NR	NR	"CAS #: 67685 , Chem Name: Sulfinyl bis(methane) , Chem Grade: NR , Chem Formulation: NR , Chem Radiolabel: NR , Chem Characteristics: NR , Chem Purity: NR , "		4594	Water		24		NR		NR	Hour(s)		1		NR		NR	Day(s)		1		NR		NR	Dosed x time(s) per study period		24		NR		NR	Hour(s)		1		NR		NR	Day(s)	Not reported	Not reported	Not reported			SIMULATED SUNLIGHT																																NR		NR		NR	Not reported	Decreasing		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR	REPRODUCTION INHIBITION	 							NR							NR							NR							NR													NR							NR	Not reported							NR							NR							NR							NR							NR							NR							NR							NR							NR							NR	   	"Grote,M., W. Brack, H.A. Walter, and R. Altenburger"	120653	Light as a Confounding Factor for Toxicity Assessment of Complex Contaminated Sediments	Environ. Toxicol. Chem.24(12): 3143-3152	2005
1262436	713203	129000	Pyrene	Not reported	Unmeasured	Not coded		NR		NR		NR	Scenedesmus platydiscus	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Scenedesmus	platydiscus		Algae	Exponential growth phase (log)		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	GROWN UNDER AXENIC CONDITIONS	Static	Fresh water	Lab	3	Formulation		0.1		NR		NR	mg/L																	Formulation		0.1		NR		NR	AI mg/L																	Biochemistry	Glutathione (reduced glutathione)		LOEL		NR		NR		NR	--															Whole organism		NR		NR		NR	NR			Significant at all concentrations	<=	0.05		NR		NR	ECOTOX		1		NR		NR	Day(s)		1/		NR/		NR/	Day(s)	Not reported	NR	PYRENE	"CAS #: 67641 , Chem Name: Propan-2-one , Chem Grade: NC , Chem Formulation: NC , Chem Radiolabel: NC , Chem Characteristics: ACETONE , Chem Purity: NC , "		17902	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		1		NR		NR	Dosed x time(s) per study period		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Carrier or solvent	Not Coded	Not coded			AUTHOR TESTS ORGANISMS INNOCULATED INTO TREATED FLASKS TO TEST BIOCHEMICAL EFFECTS																																NC		NC		NC	Not coded	Increasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		" TIME/STUDY DURATION 7 DAYS//DNUM/3//DOSES/0.1/1.0 mg/L//TESTID/3//GLPX, GLRE, SODA, CTLS, MLDH ALSO REPORTED AND GROWTH, NO CLEAR DOSE RESPONSE//"		23					C							NR							NR							NR													NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	"   TIME/STUDY DURATION 7 DAYS//DNUM/3//DOSES/0.1/1.0 mg/L//TESTID/3//GLPX, GLRE, SODA, CTLS, MLDH ALSO REPORTED AND GROWTH, NO CLEAR DOSE RESPONSE//"	"Lei,A., Z. Hu, Y. Wong, and N.F. Tam"	94402	Antioxidant Responses of Microalgal Species to Pyrene	J. Appl. Phycol.18(1): 67-78	2006
1262437	713204	129000	Pyrene	Not reported	Unmeasured	Not coded		NR		NR		NR	Scenedesmus platydiscus	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Scenedesmus	platydiscus		Algae	Exponential growth phase (log)		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	GROWN UNDER AXENIC CONDITIONS	Static	Fresh water	Lab	3	Formulation		0.1		NR		NR	mg/L																	Formulation		0.1		NR		NR	AI mg/L																	Enzyme(s)	Glutathione S-transferase		LOEL		NR		NR		NR	--															Whole organism		NR		NR		NR	NR			Significant at all concentrations	<=	0.05		NR		NR	ECOTOX		1		NR		NR	Day(s)		1/		NR/		NR/	Day(s)	Not reported	NR	PYRENE	"CAS #: 67641 , Chem Name: Propan-2-one , Chem Grade: NC , Chem Formulation: NC , Chem Radiolabel: NC , Chem Characteristics: ACETONE , Chem Purity: NC , "		17902	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		1		NR		NR	Dosed x time(s) per study period		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Carrier or solvent	Not Coded	Not coded			AUTHOR TESTS ORGANISMS INNOCULATED INTO TREATED FLASKS TO TEST BIOCHEMICAL EFFECTS																																NC		NC		NC	Not coded	Increasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		" TIME/STUDY DURATION 7 DAYS//DNUM/3//DOSES/0.1/1.0 mg/L//TESTID/3//GLPX, GLRE, SODA, CTLS, MLDH ALSO REPORTED AND GROWTH, NO CLEAR DOSE RESPONSE//"		23					C							NR							NR							NR													NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	"   TIME/STUDY DURATION 7 DAYS//DNUM/3//DOSES/0.1/1.0 mg/L//TESTID/3//GLPX, GLRE, SODA, CTLS, MLDH ALSO REPORTED AND GROWTH, NO CLEAR DOSE RESPONSE//"	"Lei,A., Z. Hu, Y. Wong, and N.F. Tam"	94402	Antioxidant Responses of Microalgal Species to Pyrene	J. Appl. Phycol.18(1): 67-78	2006
1337834	798576	129000	Pyrene	Not reported	Measured	Not coded		NR		NR		NR	Desmococcus sp.	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chaetophorales	Chaetophoraceae	Desmococcus	sp.		Algae	Not reported		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	NR	Dipped or soaked	Fresh water	Lab	2	Active ingredient		NR		2.5		3.6	mg																	Active ingredient		NR		2.5		3.6	mg																	Accumulation	Residue		NR		NR		NR		NR	--															Not reported		NR		NR		NR	NR			Not reported		NR		NR		NR	Not reported		NR		0.125		5	Day(s)		NR		3		120	Hour(s)	Not reported	NR	PYRENE		187457	18146	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		1		NR		NR	Dosed x time(s) per study period		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Baseline control	Not Coded	Not coded			PARTITION DRIVEN ADMINISTRATION THEORY USED.  PYRENE APPLIED TO THE C18 DISKS AND THEN ALGAE FILTERED THROUGH DISKS TO SPIKE THEM. 																																NC		NC		NC	Not coded	Increasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		 DNUM/2//DOSES/2.5 to 3.6 mg//TESTID/3//OEF/SPIKING EFFICIENCY EFCTS////							NR							NR							NR							NR													NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   DNUM/2//DOSES/2.5 to 3.6 mg//TESTID/3//OEF/SPIKING EFFICIENCY EFCTS////	"Howsam,M., R.A. Verweij, and N.M. Van Straalen"	72497	A Solvent-Free Method for Spiking Terrestrial Algae (Desmococcus spp.) with Pyrene for Use in Bioassays	Chemosphere53(3): 253-262	2003
1337832	798574	129000	Pyrene	Not reported	Measured	Not coded		NR		NR		NR	Desmococcus sp.	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chaetophorales	Chaetophoraceae	Desmococcus	sp.		Algae	Not reported		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	NR	Dipped or soaked	Fresh water	Lab	2	Active ingredient		NR		2.5		3.6	mg																	Active ingredient		NR		2.5		3.6	mg																	Histology	Degeneration	MSMT/STRUCTURAL INTEGRITY OF THE ALGAL CELLS INCLUDING LOSS OF PIGMENTATION//	NR		NR		NR		NR	--															Whole organism		NR		NR		NR	NR			Not reported		NR		NR		NR	Not reported		NR		0		5	Day(s)		NR		0		120	Hour(s)	Not reported	NR	PYRENE	"CAS #: 67641 , Chem Name: Propan-2-one , Chem Grade: NC , Chem Formulation: NC , Chem Radiolabel: NC , Chem Characteristics: ACETONE , Chem Purity: NC , "	187457	18146	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		1		NR		NR	Dosed x time(s) per study period		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Not reported	Not Coded	Not coded																																			NC		NC		NC	Not coded	Change		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		" DNUM/2//DOSES/2.5 to 3.6 mg//TESTID/2//OEF/SPIKING EFFICIENCY EFCTS,METABOLISM////"							NR							NR							NR							NR													NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	"   DNUM/2//DOSES/2.5 to 3.6 mg//TESTID/2//OEF/SPIKING EFFICIENCY EFCTS,METABOLISM////"	"Howsam,M., R.A. Verweij, and N.M. Van Straalen"	72497	A Solvent-Free Method for Spiking Terrestrial Algae (Desmococcus spp.) with Pyrene for Use in Bioassays	Chemosphere53(3): 253-262	2003
1337833	798575	129000	Pyrene	Not reported	Measured	Not coded		NR		NR		NR	Desmococcus sp.	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chaetophorales	Chaetophoraceae	Desmococcus	sp.		Algae	Not reported		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	NR	Dipped or soaked	Fresh water	Lab	2	Active ingredient		NR		2.5		3.6	mg																	Active ingredient		NR		2.5		3.6	mg																	Histology	Degeneration	MSMT/STRUCTURAL INTEGRITY OF THE ALGAL CELLS INCLUDING LOSS OF PIGMENTATION//	NR		NR		NR		NR	--															Whole organism		NR		NR		NR	NR			Not reported		NR		NR		NR	Not reported		NR		0		5	Day(s)		NR		0		120	Hour(s)	Not reported	NR	PYRENE		187457	18146	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		1		NR		NR	Dosed x time(s) per study period		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Concurrent control	Not Coded	Not coded			PARTITION DRIVEN ADMINISTRATION THEORY USED.  PYRENE APPLIED TO THE C18 DISKS AND THEN ALGAE FILTERED THROUGH DISKS TO SPIKE THEM. 																																NC		NC		NC	Not coded	Change		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		 DNUM/2//DOSES/2.5 to 3.6 mg//TESTID/3//OEF/SPIKING EFFICIENCY EFCTS////							NR							NR							NR							NR													NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   DNUM/2//DOSES/2.5 to 3.6 mg//TESTID/3//OEF/SPIKING EFFICIENCY EFCTS////	"Howsam,M., R.A. Verweij, and N.M. Van Straalen"	72497	A Solvent-Free Method for Spiking Terrestrial Algae (Desmococcus spp.) with Pyrene for Use in Bioassays	Chemosphere53(3): 253-262	2003
1140043	159613	129000	Pyrene	Not reported	Unmeasured	Not coded		NR		NR		NR	Pseudokirchneriella subcapitata	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Pseudokirchneriella	subcapitata		Algae; Standard Test Species	Exponential growth phase (log)		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	NR	Static	Fresh water	Lab	NR	Formulation		500		NR		NR	ug/L																	Formulation		0.5		NR		NR	AI mg/L																	Accumulation	Residue		BCF		16760		NR		NR	L/kg															Whole organism		NR		NR		NR	NR			Not applicable		NA		NA		NA	Not coded		1		NR		NR	Day(s)		24		NR		NR	Hour(s)	Not reported	NR	NR			486	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		1		NR		NR	Dosed x time(s) per study period		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Concurrent control	Not reported	Not coded																																			NC		NC		NC	Not coded	Increasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC	MIXTURE	" MIXTURE, LOG BCF// "							NR							NR							NR							NR													NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	"   MIXTURE, LOG BCF// "	"Casserly,D.M., E.M. Davis, T.D. Downs, and R.K. Guthrie"	11672	Sorption of Organics by Selenastrum capricornutum	Water Res.17(11): 1591-1594	1983
1260781	711056	129000	Pyrene	Not reported	Unmeasured	Not coded	>	98		NR		NR	Desmodesmus subspicatus	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Desmodesmus	subspicatus		Algae; Standard Test Species	Lag growth phase		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	"86-81 SAG, 10000 CELLS PER ML,/"	Static	Fresh water	Lab	5	Active ingredient		2.41		NR		NR	mg/L																	Active ingredient		2.41		NR		NR	AI mg/L																	Population	Population growth rate		EC10		NR		NR		NR	--															Not reported		NR		NR		NR	NR			Not applicable		NA		NA		NA	Author		7		NR		NR	Day(s)		7		NR		NR	Day(s)	Not reported	NR	PYRENE	"CAS #: 67685 , Chem Name: Sulfinyl bis(methane) , Chem Grade: NC , Chem Formulation: NC , Chem Radiolabel: NC , Chem Characteristics: DMSO , Chem Purity: NC , "	104105	17449	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		1		NR		NR	Dosed x time(s) per study period		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Carrier or solvent	Not Coded	Not coded																																			NC		NC		NC	Not coded	Decreasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		 LIFESTG/LATE LOG PHASE//DNUM/5//DOSES/2.5/5/25/50 ug/L//TESTID/4//		25*					C							NR							NR							NR													NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   LIFESTG/LATE LOG PHASE//DNUM/5//DOSES/2.5/5/25/50 ug/L//TESTID/4//	"Djomo,J.E., A. Dauta, V. Ferrier, J.F. Narbonne, A. Monkiedje, T. Njine, and P. Garrigues"	73467	Toxic Effects of Some Major Polyaromatic Hydrocarbons Found in Crude Oil and Aquatic Sediments on Scenedesmus subspicatus	Water Res.38(7): 1817-1821	2004
1261410	711750	129000	Pyrene	Not reported	Measured	Not coded		98		NR		NR	Pseudokirchneriella subcapitata	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Pseudokirchneriella	subcapitata		Algae; Standard Test Species	Neonate	<	24		NR		NR	Hour(s)	Not reported		NC		NC		NC	NC	Not coded	NR	Static	Fresh water	Lab	10	Active ingredient		0.297		NR		NR	0/00																	Active ingredient		297		NR		NR	AI mg/L																	Intoxication	Immobile	MSMT/SOLVENT CONTROL USED.//	EC20		NR		NR		NR	--															Not reported		20		NR		NR	NR			Not applicable		NA		NA		NA	Author		3		NR		NR	Day(s)		72		NR		NR	Hour(s)	Not reported	NR	PYRENE	"CAS #: 67685 , Chem Name: Sulfinyl bis(methane) , Chem Grade: NC , Chem Formulation: NC , Chem Radiolabel: NC , Chem Characteristics: DMSO , Chem Purity: NC , "		486	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		1		NR		NR	Dosed x time(s) per study period		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Multiple types of controls were reported by the author	Not Coded	Not coded			CHRONIC																																NC		NC		NC	Not coded	Increasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		 DNUM/10//DOSES/0.06 to 1 ppt//TESTID/4//MULTIPLE CONTROLS INCLUDE SOLVENT AND POSITIVE.//							NR							NR							NR							NR													NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   DNUM/10//DOSES/0.06 to 1 ppt//TESTID/4//MULTIPLE CONTROLS INCLUDE SOLVENT AND POSITIVE.//	"Pagnout,C., C. Rast, A.M. Veber, P. Poupin, and J.F. Ferard"	93573	Ecotoxicological Assessment of PAHs and Their Dead-End Metabolites After Degradation by Mycobacterium sp. Strain SNP11	Ecotoxicol. Environ. Saf.65(2): 151-158	2006
1262070	712565	129000	Pyrene	Not reported	Unmeasured	Not coded	>	98		NR		NR	Desmodesmus subspicatus	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Desmodesmus	subspicatus		Algae; Standard Test Species	Lag growth phase		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	"86-81 SAG, 10000 CELLS PER ML,/"	Static	Fresh water	Lab	5	Active ingredient		18.72		NR		NR	mg/L																	Active ingredient		18.72		NR		NR	AI mg/L																	Population	Population growth rate		EC50		NR		NR		NR	--															Not reported		NR		NR		NR	NR			Not applicable		NA		NA		NA	Author		7		NR		NR	Day(s)		7		NR		NR	Day(s)	Not reported	NR	PYRENE	"CAS #: 67685 , Chem Name: Sulfinyl bis(methane) , Chem Grade: NC , Chem Formulation: NC , Chem Radiolabel: NC , Chem Characteristics: DMSO , Chem Purity: NC , "	104105	17449	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		1		NR		NR	Dosed x time(s) per study period		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Carrier or solvent	Not Coded	Not coded																																			NC		NC		NC	Not coded	Decreasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		 LIFESTG/LATE LOG PHASE//DNUM/5//DOSES/2.5/5/25/50 ug/L//TESTID/4//		25*					C							NR							NR							NR													NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   LIFESTG/LATE LOG PHASE//DNUM/5//DOSES/2.5/5/25/50 ug/L//TESTID/4//	"Djomo,J.E., A. Dauta, V. Ferrier, J.F. Narbonne, A. Monkiedje, T. Njine, and P. Garrigues"	73467	Toxic Effects of Some Major Polyaromatic Hydrocarbons Found in Crude Oil and Aquatic Sediments on Scenedesmus subspicatus	Water Res.38(7): 1817-1821	2004
